Scientific name,Common name,Coverage,URL
Cyperus auricomus,,Basic,http://www.cabi.org/isc/datasheet/113743
Cyperus conglomeratus,,Basic,http://www.cabi.org/isc/datasheet/113744
Cyperus cyperoides,,Basic,http://www.cabi.org/isc/datasheet/113745
Cyperus entrerianus,deeprooted sedge,Basic,http://www.cabi.org/isc/datasheet/113746
Cyperus flavescens,,Basic,http://www.cabi.org/isc/datasheet/113748
Cyperus fuscus,,Basic,http://www.cabi.org/isc/datasheet/113749
Cyperus glomeratus,,Basic,http://www.cabi.org/isc/datasheet/113750
Cyperus hamulosus,,Basic,http://www.cabi.org/isc/datasheet/113751
Cyperus helferi,,Basic,http://www.cabi.org/isc/datasheet/113752
Cyperus longus,,Basic,http://www.cabi.org/isc/datasheet/113753
Cyperus lupulinus,,Basic,http://www.cabi.org/isc/datasheet/113754
Cyperus michelianus,,Basic,http://www.cabi.org/isc/datasheet/113755
Cyperus microiria,Asian flatsedge,Basic,http://www.cabi.org/isc/datasheet/113756
Cyperus ovularis,,Basic,http://www.cabi.org/isc/datasheet/113758
Cyperus prolifer,miniature flatsedge,Basic,http://www.cabi.org/isc/datasheet/113759
Cyperus reflexus,,Basic,http://www.cabi.org/isc/datasheet/113760
Cyperus rigens,,Basic,http://www.cabi.org/isc/datasheet/113761
Cyperus schweinitzii,,Basic,http://www.cabi.org/isc/datasheet/113762
Cyperus squarrosus,,Basic,http://www.cabi.org/isc/datasheet/113763
Cyperus strigosus,,Basic,http://www.cabi.org/isc/datasheet/113764
Cyperus teneristolon,,Basic,http://www.cabi.org/isc/datasheet/113765
Cyperus virens,,Basic,http://www.cabi.org/isc/datasheet/113766
Cytisophyllum sessilifolium,,Basic,http://www.cabi.org/isc/datasheet/113775
Cytisus decumbens,,Basic,http://www.cabi.org/isc/datasheet/113776
Cytisus elongatus,,Basic,http://www.cabi.org/isc/datasheet/113777
Cytisus galianoi,,Basic,http://www.cabi.org/isc/datasheet/113778
Cytisus striatus,striated broom,Basic,http://www.cabi.org/isc/datasheet/113779
Daboecia cantabrica,,Basic,http://www.cabi.org/isc/datasheet/113780
Dactyloctenium australe,,Basic,http://www.cabi.org/isc/datasheet/113782
Dactyloctenium radulans,,Basic,http://www.cabi.org/isc/datasheet/113783
Dactylorhiza lapponica,,Basic,http://www.cabi.org/isc/datasheet/113786
Danae racemosa,,Basic,http://www.cabi.org/isc/datasheet/113789
Danthonia gracilis,,Basic,http://www.cabi.org/isc/datasheet/113792
Danthonia spicata,,Basic,http://www.cabi.org/isc/datasheet/113793
Darmera peltata,,Basic,http://www.cabi.org/isc/datasheet/113800
Dasiphora fruticosa,,Basic,http://www.cabi.org/isc/datasheet/113805
Dasiphora glabrata,,Basic,http://www.cabi.org/isc/datasheet/113806
Dasya baillouviana,,Basic,http://www.cabi.org/isc/datasheet/113807
Dasypyrum villosum,,Basic,http://www.cabi.org/isc/datasheet/113809
Datura inixia,,Basic,http://www.cabi.org/isc/datasheet/113812
Datura inoxia,Downy Thornapple,Basic,http://www.cabi.org/isc/datasheet/113813
Daucus aureus,,Basic,http://www.cabi.org/isc/datasheet/113814
Daucus broteri,,Basic,http://www.cabi.org/isc/datasheet/113815
Daucus durieua,,Basic,http://www.cabi.org/isc/datasheet/113816
Daucus glochidiatus,,Basic,http://www.cabi.org/isc/datasheet/113817
Daucus guttatus,,Basic,http://www.cabi.org/isc/datasheet/113818
Daucus muricatus,,Basic,http://www.cabi.org/isc/datasheet/113819
Delphinium elatum,,Basic,http://www.cabi.org/isc/datasheet/113821
Dennstaedtia punctilobula,,Basic,http://www.cabi.org/isc/datasheet/113833
Dentaria glandulosa,,Basic,http://www.cabi.org/isc/datasheet/113834
Deschampsia cespitosa,,Basic,http://www.cabi.org/isc/datasheet/113844
Descurainia appendiculata,,Basic,http://www.cabi.org/isc/datasheet/113845
Descurainia incana,,Basic,http://www.cabi.org/isc/datasheet/113846
Desmanthus illinoensis,,Basic,http://www.cabi.org/isc/datasheet/113847
Desmazeria marina,,Basic,http://www.cabi.org/isc/datasheet/113848
Desmodium intortum,Green-leaf desmodium,Basic,http://www.cabi.org/isc/datasheet/113849
Desmodium sandwicense,Hawai'i ticktrefoil,Basic,http://www.cabi.org/isc/datasheet/113850
Desmodium uncinatum,Silver-leaf desmodium,Basic,http://www.cabi.org/isc/datasheet/113851
Dianthus armeria,Deptford pink,Basic,http://www.cabi.org/isc/datasheet/113856
Dianthus campestris,,Basic,http://www.cabi.org/isc/datasheet/113857
Dianthus carthusianorum,,Basic,http://www.cabi.org/isc/datasheet/113858
Dianthus cruentus,,Basic,http://www.cabi.org/isc/datasheet/113859
Dianthus euponticus,,Basic,http://www.cabi.org/isc/datasheet/113860
Dianthus fisheri,,Basic,http://www.cabi.org/isc/datasheet/113861
Dianthus giganteus,,Basic,http://www.cabi.org/isc/datasheet/113862
Dianthus gratianopolitanus,,Basic,http://www.cabi.org/isc/datasheet/113863
Dianthus subacaulis,,Basic,http://www.cabi.org/isc/datasheet/113864
Dianthus tripunctatus,,Basic,http://www.cabi.org/isc/datasheet/113865
Dianthus versicolor,,Basic,http://www.cabi.org/isc/datasheet/113866
Diascia barberae,,Basic,http://www.cabi.org/isc/datasheet/113868
Dichanthelium acuminatum,,Basic,http://www.cabi.org/isc/datasheet/113872
Dichanthium intermedium,,Basic,http://www.cabi.org/isc/datasheet/113874
Dichondra micrantha,,Basic,http://www.cabi.org/isc/datasheet/113876
Dichorisandra thyrsiflora,,Basic,http://www.cabi.org/isc/datasheet/113877
Dichrocephala integrifolia,,Basic,http://www.cabi.org/isc/datasheet/113878
Didiplis diandra,,Basic,http://www.cabi.org/isc/datasheet/113890
Dietes iridioides,,Basic,http://www.cabi.org/isc/datasheet/113893
Digitalis ferruginea,,Basic,http://www.cabi.org/isc/datasheet/113894
Digitalis grandiflora,,Basic,http://www.cabi.org/isc/datasheet/113895
Digitalis lutea,,Basic,http://www.cabi.org/isc/datasheet/113897
Digitaria acuminatissima,,Basic,http://www.cabi.org/isc/datasheet/113898
Digitaria aegyptiaca,,Basic,http://www.cabi.org/isc/datasheet/113899
Digitaria aequiglumis,,Basic,http://www.cabi.org/isc/datasheet/113900
Digitaria brownii,,Basic,http://www.cabi.org/isc/datasheet/113901
Digitaria debilis,,Basic,http://www.cabi.org/isc/datasheet/113902
Digitaria ischaemum,,Basic,http://www.cabi.org/isc/datasheet/113903
Digitaria setigera,East Indian crabgrass,Basic,http://www.cabi.org/isc/datasheet/113904
Digitaria violascens,violet crabgrass,Basic,http://www.cabi.org/isc/datasheet/113905
Dinebra retroflexa,,Basic,http://www.cabi.org/isc/datasheet/113909
Diodia virginiana,,Basic,http://www.cabi.org/isc/datasheet/113911
Diplachne fusca,,Basic,http://www.cabi.org/isc/datasheet/113914
Diplotaxis assurgens,,Basic,http://www.cabi.org/isc/datasheet/113919
Diplotaxis catholica,,Basic,http://www.cabi.org/isc/datasheet/113920
Diplotaxis tenuisiliqua,,Basic,http://www.cabi.org/isc/datasheet/113922
Diplotaxis viminea,,Basic,http://www.cabi.org/isc/datasheet/113923
Diplotaxis virgata,,Basic,http://www.cabi.org/isc/datasheet/113924
Dipsacus laciniatus,cutleaf teasel,Basic,http://www.cabi.org/isc/datasheet/113926
Dipsacus strigosus,,Basic,http://www.cabi.org/isc/datasheet/113927
Disa bracteata,African weed-orchid,Basic,http://www.cabi.org/isc/datasheet/113928
Disphyma crassifolium,,Basic,http://www.cabi.org/isc/datasheet/113931
Dittrichia graveolens,stinkwort,Basic,http://www.cabi.org/isc/datasheet/113932
Dittrichia viscosa,,Basic,http://www.cabi.org/isc/datasheet/113933
Dodartia orientalis,,Basic,http://www.cabi.org/isc/datasheet/113935
Doodia caudata,,Basic,http://www.cabi.org/isc/datasheet/113941
Dopatrium junceum,,Basic,http://www.cabi.org/isc/datasheet/113942
Doronicum columnae,,Basic,http://www.cabi.org/isc/datasheet/113945
Doronicum orientale,,Basic,http://www.cabi.org/isc/datasheet/113946
Doronicum pardalianches,,Basic,http://www.cabi.org/isc/datasheet/113947
Doryanthes palmeri,,Basic,http://www.cabi.org/isc/datasheet/113948
Dorycnium pentaphyllum,,Basic,http://www.cabi.org/isc/datasheet/113949
Downingia elegans,,Basic,http://www.cabi.org/isc/datasheet/113952
Draba aizoides,,Basic,http://www.cabi.org/isc/datasheet/113953
Draba muralis,,Basic,http://www.cabi.org/isc/datasheet/113954
Draba nemorosa,,Basic,http://www.cabi.org/isc/datasheet/113955
Draba sibirica,,Basic,http://www.cabi.org/isc/datasheet/113956
Draba verna,spring whitlowgrass,Basic,http://www.cabi.org/isc/datasheet/113957
Dracopis amplexicaulis,,Basic,http://www.cabi.org/isc/datasheet/113958
Drosanthemum floribundum,,Basic,http://www.cabi.org/isc/datasheet/113965
Drosanthemum hispidum,,Basic,http://www.cabi.org/isc/datasheet/113966
Drosera capensis,,Basic,http://www.cabi.org/isc/datasheet/113967
Dryopteris oreades,,Basic,http://www.cabi.org/isc/datasheet/113971
Duchesna indica,,Basic,http://www.cabi.org/isc/datasheet/113972
Dulichium arundinaceum,,Basic,http://www.cabi.org/isc/datasheet/113973
Dysphania botrys,,Basic,http://www.cabi.org/isc/datasheet/113978
Dysphania glomulifera,,Basic,http://www.cabi.org/isc/datasheet/113979
Dysphania pumilio,clammy goosefoot,Basic,http://www.cabi.org/isc/datasheet/113980
Ecballium elaterium,,Basic,http://www.cabi.org/isc/datasheet/113983
Echinaria capitata,,Basic,http://www.cabi.org/isc/datasheet/113985
Echinochloa elliptica,,Basic,http://www.cabi.org/isc/datasheet/113986
Echinochloa esculenta,,Basic,http://www.cabi.org/isc/datasheet/113987
Echinochloa inundata,,Basic,http://www.cabi.org/isc/datasheet/113988
Echinochloa microstachya,,Basic,http://www.cabi.org/isc/datasheet/113989
Echinochloa wiegandii,,Basic,http://www.cabi.org/isc/datasheet/113992
Echinodorus andreuxii,,Basic,http://www.cabi.org/isc/datasheet/113993
Echinodorus argentinensis,,Basic,http://www.cabi.org/isc/datasheet/113994
Echinodorus bleheri,,Basic,http://www.cabi.org/isc/datasheet/113995
Echinodorus chrileni,,Basic,http://www.cabi.org/isc/datasheet/113996
Echinodorus compacta,,Basic,http://www.cabi.org/isc/datasheet/113997
Echinodorus cordifolius,,Basic,http://www.cabi.org/isc/datasheet/113999
Echinodorus grisebachii,,Basic,http://www.cabi.org/isc/datasheet/114000
Echinodorus harbich,,Basic,http://www.cabi.org/isc/datasheet/114001
Echinodorus horemanii,,Basic,http://www.cabi.org/isc/datasheet/114003
Echinodorus horizontalis,,Basic,http://www.cabi.org/isc/datasheet/114004
Echinodorus latifolius,,Basic,http://www.cabi.org/isc/datasheet/114005
Echinodorus martii,,Basic,http://www.cabi.org/isc/datasheet/114007
Echinodorus mitchii,,Basic,http://www.cabi.org/isc/datasheet/114008
Echinodorus ozelot,,Basic,http://www.cabi.org/isc/datasheet/114009
Echinodorus paniculatus,,Basic,http://www.cabi.org/isc/datasheet/114010
Echinodorus scaber,,Basic,http://www.cabi.org/isc/datasheet/114011
Echinodorus schlueteri,,Basic,http://www.cabi.org/isc/datasheet/114012
Echinodorus tricolor,,Basic,http://www.cabi.org/isc/datasheet/114013
Echinodorus uruguayensis,,Basic,http://www.cabi.org/isc/datasheet/114014
Echinops bannaticus,,Basic,http://www.cabi.org/isc/datasheet/114017
Echinops exaltatus,,Basic,http://www.cabi.org/isc/datasheet/114018
Echinops sphaerocephalus,,Basic,http://www.cabi.org/isc/datasheet/114020
Echinopsis spachiana,torch cactus,Basic,http://www.cabi.org/isc/datasheet/114021
Echium arenarium,,Basic,http://www.cabi.org/isc/datasheet/114023
Echium italicum,,Basic,http://www.cabi.org/isc/datasheet/114024
Echium pininana,,Basic,http://www.cabi.org/isc/datasheet/114025
Echium rauwolfii,,Basic,http://www.cabi.org/isc/datasheet/114026
Echium rosulatum,,Basic,http://www.cabi.org/isc/datasheet/114027
Ehrharta longiflora,longflowered veldtgrass,Basic,http://www.cabi.org/isc/datasheet/114039
Eichhornia diversifolia,,Basic,http://www.cabi.org/isc/datasheet/114041
Einadia polygonoides,,Basic,http://www.cabi.org/isc/datasheet/114043
Elaeagnus macrophylla,,Basic,http://www.cabi.org/isc/datasheet/114048
Elatine alsinastrum,,Basic,http://www.cabi.org/isc/datasheet/114052
Elatine ambigua,,Basic,http://www.cabi.org/isc/datasheet/114053
Elatine hungarica,,Basic,http://www.cabi.org/isc/datasheet/114054
Eleocharis atropurpurea,,Basic,http://www.cabi.org/isc/datasheet/114056
Eleocharis bonariensis,,Basic,http://www.cabi.org/isc/datasheet/114057
Eleocharis flavescens,,Basic,http://www.cabi.org/isc/datasheet/114058
Eleocharis obtusa,,Basic,http://www.cabi.org/isc/datasheet/114059
Eleocharis parodii,parodi spike rush,Basic,http://www.cabi.org/isc/datasheet/114060
Eleocharis parvula,,Basic,http://www.cabi.org/isc/datasheet/114061
Eleocharis vivipara,,Basic,http://www.cabi.org/isc/datasheet/114062
Eleusine multiflora,,Basic,http://www.cabi.org/isc/datasheet/114064
Eleusine tristachya,,Basic,http://www.cabi.org/isc/datasheet/114065
Eleutheranthera ruderalis,,Basic,http://www.cabi.org/isc/datasheet/114066
Eleutherococcus pentaphyllus,ginseng,Basic,http://www.cabi.org/isc/datasheet/114067
Ellisia nyctelea,,Basic,http://www.cabi.org/isc/datasheet/114069
Elodea callitrichoides,,Basic,http://www.cabi.org/isc/datasheet/114070
Elsholtzia ciliata,,Basic,http://www.cabi.org/isc/datasheet/114072
Elsholtzia stauntonii,,Basic,http://www.cabi.org/isc/datasheet/114073
Elsholzia ciliata,crested latesummer mint,Basic,http://www.cabi.org/isc/datasheet/114074
Elymus athericus,,Basic,http://www.cabi.org/isc/datasheet/114075
Elymus dahuricus,,Basic,http://www.cabi.org/isc/datasheet/114076
Elymus elongatus,tall wheatgrass,Basic,http://www.cabi.org/isc/datasheet/114077
Elymus fibrosus,,Basic,http://www.cabi.org/isc/datasheet/114078
Elymus hispidus,intermediate wheatgrass,Basic,http://www.cabi.org/isc/datasheet/114079
Elymus hystrix,,Basic,http://www.cabi.org/isc/datasheet/114080
Elymus scabrus,,Basic,http://www.cabi.org/isc/datasheet/114081
Elymus sibiricus,,Basic,http://www.cabi.org/isc/datasheet/114082
Elymus trachycaulus,,Basic,http://www.cabi.org/isc/datasheet/114083
Enarthrocarpus clavatus,,Basic,http://www.cabi.org/isc/datasheet/114087
Enarthrocarpus lyratus,,Basic,http://www.cabi.org/isc/datasheet/114088
Enchylaena tomentosa,,Basic,http://www.cabi.org/isc/datasheet/114090
Enneapogon desvauxii,,Basic,http://www.cabi.org/isc/datasheet/114093
Enneapogon scaber,,Basic,http://www.cabi.org/isc/datasheet/114094
Enteropogon acicularis,,Basic,http://www.cabi.org/isc/datasheet/114097
Ephedra altissima,,Basic,http://www.cabi.org/isc/datasheet/114105
Epilobium brachycarpum,,Basic,http://www.cabi.org/isc/datasheet/114109
Epilobium brunnescens,,Basic,http://www.cabi.org/isc/datasheet/114110
Epilobium dodonaei,,Basic,http://www.cabi.org/isc/datasheet/114111
Epilobium dodonanei,,Basic,http://www.cabi.org/isc/datasheet/114112
Epilobium glandulosum,,Basic,http://www.cabi.org/isc/datasheet/114113
Epilobium komarovianum,,Basic,http://www.cabi.org/isc/datasheet/114115
Epilobium nutans,,Basic,http://www.cabi.org/isc/datasheet/114116
Epilobium obscurum,,Basic,http://www.cabi.org/isc/datasheet/114117
Epilobium parviflorum,Small flowered hairy willow herb,Basic,http://www.cabi.org/isc/datasheet/114118
Epilobium pedunculare,,Basic,http://www.cabi.org/isc/datasheet/114119
Epilobium pseudorubescens,,Basic,http://www.cabi.org/isc/datasheet/114120
Epilobium roseum,,Basic,http://www.cabi.org/isc/datasheet/114121
Epilobium watsonii,,Basic,http://www.cabi.org/isc/datasheet/114122
Epimedium alpinum,,Basic,http://www.cabi.org/isc/datasheet/114123
Epipactis helleborine,,Basic,http://www.cabi.org/isc/datasheet/114126
Equisetum camtschatcense,,Basic,http://www.cabi.org/isc/datasheet/114132
Equisetum hyemale,Horsetail,Basic,http://www.cabi.org/isc/datasheet/114133
Equisetum japonicum,,Basic,http://www.cabi.org/isc/datasheet/114134
Equisetum palustre,,Basic,http://www.cabi.org/isc/datasheet/114135
Equisetum ramosissimum,,Basic,http://www.cabi.org/isc/datasheet/114136
Equisetum scirpoides,,Basic,http://www.cabi.org/isc/datasheet/114137
Equisetum variegatum,,Basic,http://www.cabi.org/isc/datasheet/114138
Eragrostis advena,,Basic,http://www.cabi.org/isc/datasheet/114140
Eragrostis albensis,,Basic,http://www.cabi.org/isc/datasheet/114141
Eragrostis alveiformis,,Basic,http://www.cabi.org/isc/datasheet/114142
Eragrostis bahiensis,,Basic,http://www.cabi.org/isc/datasheet/114144
Eragrostis barrelieri,,Basic,http://www.cabi.org/isc/datasheet/114145
Eragrostis bicolor,,Basic,http://www.cabi.org/isc/datasheet/114146
Eragrostis capillaris,,Basic,http://www.cabi.org/isc/datasheet/114147
Eragrostis caroliniana,,Basic,http://www.cabi.org/isc/datasheet/114148
Eragrostis cumingii,Cuming's lovegrass,Basic,http://www.cabi.org/isc/datasheet/114150
Eragrostis dielsii,,Basic,http://www.cabi.org/isc/datasheet/114151
Eragrostis echinochloidea,,Basic,http://www.cabi.org/isc/datasheet/114152
Eragrostis elongata,,Basic,http://www.cabi.org/isc/datasheet/114153
Eragrostis flaccida,,Basic,http://www.cabi.org/isc/datasheet/114154
Eragrostis frankii,,Basic,http://www.cabi.org/isc/datasheet/114155
Eragrostis lacunaria,,Basic,http://www.cabi.org/isc/datasheet/114156
Eragrostis leptocarpa,,Basic,http://www.cabi.org/isc/datasheet/114158
Eragrostis leptostachya,,Basic,http://www.cabi.org/isc/datasheet/114159
Eragrostis lugens,,Basic,http://www.cabi.org/isc/datasheet/114160
Eragrostis mexicana,,Basic,http://www.cabi.org/isc/datasheet/114161
Eragrostis multicaulis,,Basic,http://www.cabi.org/isc/datasheet/114162
Eragrostis multiflora,,Basic,http://www.cabi.org/isc/datasheet/114163
Eragrostis neesii,,Basic,http://www.cabi.org/isc/datasheet/114164
Eragrostis nigra,,Basic,http://www.cabi.org/isc/datasheet/114165
Eragrostis obtusa,,Basic,http://www.cabi.org/isc/datasheet/114166
Eragrostis palmeri,,Basic,http://www.cabi.org/isc/datasheet/114167
Eragrostis papposa,,Basic,http://www.cabi.org/isc/datasheet/114168
Eragrostis parviflora,,Basic,http://www.cabi.org/isc/datasheet/114169
Eragrostis pectinacea,,Basic,http://www.cabi.org/isc/datasheet/114170
Eragrostis planiculmis,,Basic,http://www.cabi.org/isc/datasheet/114172
Eragrostis procumbens,,Basic,http://www.cabi.org/isc/datasheet/114173
Eragrostis prolifera,,Basic,http://www.cabi.org/isc/datasheet/114174
Eragrostis rotifer,,Basic,http://www.cabi.org/isc/datasheet/114175
Eragrostis sarmentosa,,Basic,http://www.cabi.org/isc/datasheet/114176
Eragrostis schimperi,,Basic,http://www.cabi.org/isc/datasheet/114177
Eragrostis trichodes,,Basic,http://www.cabi.org/isc/datasheet/114178
Eragrostis trichophora,,Basic,http://www.cabi.org/isc/datasheet/114179
Eranthis hyemalis,,Basic,http://www.cabi.org/isc/datasheet/114180
Erechtites glomeratus,cutleaf burnweed,Basic,http://www.cabi.org/isc/datasheet/114181
Erechtites hieraciifolius,,Basic,http://www.cabi.org/isc/datasheet/114182
Erechtites minimus,Australian burnweed,Basic,http://www.cabi.org/isc/datasheet/114183
Eremopoa persica,,Basic,http://www.cabi.org/isc/datasheet/114185
Eremopyrum bonaepartis,,Basic,http://www.cabi.org/isc/datasheet/114186
Eremopyrum orientale,,Basic,http://www.cabi.org/isc/datasheet/114187
Eremopyrum triticeum,,Basic,http://www.cabi.org/isc/datasheet/114188
Erepsia heteropetala,,Basic,http://www.cabi.org/isc/datasheet/114189
Erica ciliaris,,Basic,http://www.cabi.org/isc/datasheet/114194
Erica lusitanica,Spanish heath,Basic,http://www.cabi.org/isc/datasheet/114195
Erica terminalis,,Basic,http://www.cabi.org/isc/datasheet/114196
Erigeron acer,,Basic,http://www.cabi.org/isc/datasheet/114199
Erigeron ciliatus,,Basic,http://www.cabi.org/isc/datasheet/114200
Erigeron glaucus,,Basic,http://www.cabi.org/isc/datasheet/114201
Erigeron philadelphicus,Philadelphia fleabane,Basic,http://www.cabi.org/isc/datasheet/114203
Erigeron ramosus,,Basic,http://www.cabi.org/isc/datasheet/114204
