ID	Family	taxa	Trait	Data	DataType	Method	Source	Region2	Redundancy
E03441	Brassicaceae	Eruca vesicaria	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	203
C06243	Brassicaceae	Eruca vesicaria	SeedBank	soil	categorical	compilation	Kazanis2004a	E	242
E03442	Brassicaceae	Eruca vesicaria	SeedBank	soil	categorical	compilation	Kazanis2005	E	242
E05214	Brassicaceae	Eruca vesicaria	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2005	E	266
C06329	Brassicaceae	Eruca vesicaria	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2004a	E	266
E03443	Brassicaceae	Eruca vesicaria	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	298
R03445	Brassicaceae	Eruca vesicaria	SeedlEmerg	yes	categorical	compilation	Kazanis2004a	E	298
E03444	Brassicaceae	Eruca vesicaria	SeedlSurv	high	semi-quantitative	experience	Attica	E	NA
E00394	Brassicaceae	Erucastrum virgatum	FruitType	dry	categorical	experience	Murcia	W	NA
E00395	Brassicaceae	Erucastrum virgatum	Height	0.4	quantitative	measure	Murcia	W	NA
E00397	Brassicaceae	Erucastrum virgatum	LeafShape	linear	categorical	experience	Murcia	W	NA
E00399	Brassicaceae	Erucastrum virgatum	Propagule	seed	categorical	experience	Murcia	W	NA
R00313	Brassicaceae	Erucastrum virgatum	RespFire	no	categorical	measure	Buhk2005a	W	NA
C02627	Brassicaceae	Erucastrum virgatum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
E00401	Brassicaceae	Erucastrum virgatum	SeedlEmerg	high	semi-quantitative	measure	Murcia	W	739
R03081	Brassicaceae	Erucastrum virgatum	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	739
R00679	Brassicaceae	Erysimum graecum	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C06195	Brassicaceae	Erysimum graecum	SeedBank	soil	categorical	compilation	Kazanis2004a	E	NA
C06281	Brassicaceae	Erysimum graecum	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2004a	E	NA
R03384	Brassicaceae	Erysimum graecum	SeedlEmerg	yes	categorical	compilation	Kazanis2004a	E	NA
C01348	Brassicaceae	Hornungia petraea	FruitType	dry	categorical	experience	Valencia	W	NA
C00257	Brassicaceae	Hornungia petraea	Height	0.15	quantitative	general reference	Mateo1990	W	NA
C00808	Brassicaceae	Hornungia petraea	LeafShape	broad	categorical	experience	Valencia	W	NA
C00903	Brassicaceae	Hornungia petraea	LeafSize	small	semi-quantitative	experience	Valencia	W	NA
C01439	Brassicaceae	Hornungia petraea	Propagule	seed	categorical	experience	Valencia	W	NA
R01078	Brassicaceae	Hornungia petraea	RespFire	no	categorical	experience	Abad1996	W	NA
C04539	Brassicaceae	Hornungia petraea	RespFire	no	categorical	measure	Thanos1996	E	NA
C04540	Brassicaceae	Hornungia petraea	SeedlEmerg	yes	categorical	measure	Thanos1996	E	NA
C03440	Brassicaceae	Hornungia petraea	SeedlEmerg	yes	categorical	measure	Ferrandis1996a	W	NA
R03777	Brassicaceae	Hornungia petraea	SeedlEmerg	yes	categorical	experience	Abad1996	W	NA
E03617	Brassicaceae	Hymenolobus procumbens	DispMode	autochory	categorical	compilation	Kazanis2005	E	NA
E03618	Brassicaceae	Hymenolobus procumbens	FruitType	dry	categorical	general reference	Strid1997	E	NA
E03619	Brassicaceae	Hymenolobus procumbens	Height	0.2	quantitative	general reference	Strid1997	E	NA
E03621	Brassicaceae	Hymenolobus procumbens	LeafSize	very small	semi-quantitative	experience	Attica	E	NA
E03624	Brassicaceae	Hymenolobus procumbens	Propagule	fruit	categorical	experience	Attica	E	NA
R00768	Brassicaceae	Hymenolobus procumbens	RespFire	no	categorical	compilation	Kazanis2004a	E	210
E03625	Brassicaceae	Hymenolobus procumbens	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	210
E03626	Brassicaceae	Hymenolobus procumbens	SeedBank	soil	categorical	compilation	Kazanis2005	E	NA
E05227	Brassicaceae	Hymenolobus procumbens	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2005	E	NA
R03473	Brassicaceae	Hymenolobus procumbens	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E03627	Brassicaceae	Hymenolobus procumbens	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	NA
E05444	Brassicaceae	Iberis pruitii	RespFire	no	categorical	experience	Marmaris	M	NA
E01797	Brassicaceae	Lepidium subulatum	DispMode	myrmecochory	categorical	experience	NESpain	W	NA
E01775	Brassicaceae	Lepidium subulatum	FruitType	dry	categorical	experience	NESpain	W	NA
E01602	Brassicaceae	Lepidium subulatum	Height	0.7	quantitative	measure	NESpain	W	NA
E01676	Brassicaceae	Lepidium subulatum	LeafPhenology	drought semi-deciduous	categorical	measure	Palacio2007b	W	NA
E01716	Brassicaceae	Lepidium subulatum	LeafShape	linear	categorical	experience	NESpain	W	NA
E01730	Brassicaceae	Lepidium subulatum	LeafSize	4.2	quantitative	measure	Palacio2006b	W	NA
E01788	Brassicaceae	Lepidium subulatum	Propagule	seed	categorical	experience	NESpain	W	NA
E01733	Brassicaceae	Lepidium subulatum	RespFire	no	categorical	experience	Palacio2007a	W	NA
C08042	Brassicaceae	Lepidium subulatum	RootDepth	0.74	quantitative	measure	GuerreroCampo2006	W	NA
E01622	Brassicaceae	Lepidium subulatum	RootDepth	0.6	quantitative	measure	NESpain	W	NA
C04541	Brassicaceae	Malcolmia graeca ssp. bicolor	RespFire	no	categorical	measure	Thanos1996	E	NA
C04542	Brassicaceae	Malcolmia graeca ssp. bicolor	SeedlEmerg	yes	categorical	measure	Thanos1996	E	NA
R00511	Brassicaceae	Moricandia arvensis	RespFire	yes	categorical	measure	Caturla2000	W	NA
C01568	Brassicaceae	Moricandia arvensis	SeedMass	0.31	quantitative	measure	GciaFayos1997	W	NA
C05534	Brassicaceae	Rapistrum rugosum	DispMode	autochory	categorical	compilation	Trabaud1992	U	NA
E05446	Brassicaceae	Rapistrum rugosum	RespFire	no	categorical	experience	Turkmen2005	M	NA
R00252	Brassicaceae	Rapistrum rugosum	RespFire	no	categorical	experience	Trabaud1992	W	NA
R03020	Brassicaceae	Rapistrum rugosum	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C01872	Brassicaceae	Rapistrum rugosum ssp. rugosum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
C02991	Brassicaceae	Teesdalia nudicaulis	DispMode	autochory	categorical	compilation	Valbuena2001	W	NA
C02784	Brassicaceae	Teesdalia nudicaulis	RespFire	no	categorical	compilation	Valbuena2001	W	NA
C02814	Brassicaceae	Teesdalia nudicaulis	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
R02780	Buxaceae	Buxus sempervirens	BudSource	others	categorical	general reference	GciaFayos2001	W	NA
C01500	Buxaceae	Buxus sempervirens	DispMode	ballistichory	categorical	general reference	GciaFayos2001	W	NA
C01529	Buxaceae	Buxus sempervirens	DispMode	myrmecochory	categorical	general reference	GciaFayos2001	W	NA
C01357	Buxaceae	Buxus sempervirens	FruitType	dry	categorical	experience	Valencia	W	NA
C00266	Buxaceae	Buxus sempervirens	Height	2.5	quantitative	general reference	Mateo1990	W	NA
C00601	Buxaceae	Buxus sempervirens	LeafPhenology	evergreen	categorical	general reference	GciaFayos2001	W	NA
C00575	Buxaceae	Buxus sempervirens	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
C00817	Buxaceae	Buxus sempervirens	LeafShape	broad	categorical	experience	Valencia	W	NA
C00912	Buxaceae	Buxus sempervirens	LeafSize	small	semi-quantitative	experience	Valencia	W	NA
C01448	Buxaceae	Buxus sempervirens	Propagule	seed	categorical	general reference	GciaFayos2001	W	NA
R01357	Buxaceae	Buxus sempervirens	RespClip	yes	categorical	general reference	GciaFayos2001	W	NA
C07485	Buxaceae	Buxus sempervirens	RespDist	yes	categorical	experience	Debussche1980	W	NA
R01229	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	compilation	Lloret2003	W	568-569
R00936	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	compilation	Cuco1987	W	569
E02029	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	experience	SBarcelona	W	568
C07303	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	experience	Alberdi2002	W	NA
R01356	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	general reference	GciaFayos2001	W	NA
R00012	Buxaceae	Buxus sempervirens	RespFire	yes	categorical	experience	LopezSoria1992	W	NA
C07983	Buxaceae	Buxus sempervirens	RootDepth	1.1	quantitative	measure	GuerreroCampo2006	W	NA
C03950	Buxaceae	Buxus sempervirens	SeedBankLong	transient/veg	semi-quantitative conditional	measure	PerezFdez2001	W	NA
R03632	Buxaceae	Buxus sempervirens	SeedlEmerg	no	categorical	compilation	Cuco1987	W	636
R03860	Buxaceae	Buxus sempervirens	SeedlEmerg	no	categorical	compilation	Lloret2003	W	636-637
E02030	Buxaceae	Buxus sempervirens	SeedlEmerg	no	categorical	experience	SBarcelona	W	637
C07393	Buxaceae	Buxus sempervirens	SeedlEmerg	no	categorical	experience	Alberdi2002	W	NA
C01203	Buxaceae	Buxus sempervirens	SeedMass	10.78	quantitative	measure	BLlavors2001	W	NA
E03575	Campanulaceae	Campanula drabifolia	DispMode	autochory	categorical	compilation	Kazanis2005	E	NA
E03576	Campanulaceae	Campanula drabifolia	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E03577	Campanulaceae	Campanula drabifolia	Height	0.3	quantitative	general reference	Tutin1964	U	NA
E03579	Campanulaceae	Campanula drabifolia	LeafSize	small	semi-quantitative	experience	Attica	E	NA
E03582	Campanulaceae	Campanula drabifolia	Propagule	seed	categorical	experience	Attica	E	NA
R00763	Campanulaceae	Campanula drabifolia	RespFire	no	categorical	compilation	Kazanis2004a	E	193
E03583	Campanulaceae	Campanula drabifolia	RespFire	no	semi-quantitative	compilation	Kazanis2005	E	193
E03584	Campanulaceae	Campanula drabifolia	SeedBank	soil	categorical	compilation	Kazanis2005	E	NA
E05224	Campanulaceae	Campanula drabifolia	SeedBankLong	persistent/unk	semi-quantitative conditional	compilation	Kazanis2005	E	NA
R03468	Campanulaceae	Campanula drabifolia	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E03585	Campanulaceae	Campanula drabifolia	SeedlEmerg	high	semi-quantitative	compilation	Kazanis2005	E	NA
C05478	Campanulaceae	Campanula glomerata	DispMode	autochory	categorical	compilation	Trabaud1992	U	NA
R00196	Campanulaceae	Campanula glomerata	RespFire	yes	categorical	experience	Trabaud1992	W	NA
C02253	Campanulaceae	Campanula glomerata	SeedBank	soil	categorical	compilation	Cerabolini2003	C	NA
C02298	Campanulaceae	Campanula glomerata	SeedBankLong	short-persistent/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
R02964	Campanulaceae	Campanula glomerata	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C02208	Campanulaceae	Campanula glomerata	SeedMass	0.17	quantitative	measure	Cerabolini2003	C	NA
C03002	Campanulaceae	Campanula rapunculoides	DispMode	autochory	categorical	compilation	Valbuena2001	W	NA
C03003	Campanulaceae	Campanula rapunculoides	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C02795	Campanulaceae	Campanula rapunculoides	RespFire	yes	categorical	compilation	Valbuena2001	W	NA
C02825	Campanulaceae	Campanula rapunculoides	SeedlEmerg	no	categorical	compilation	Valbuena2001	W	NA
C02941	Campanulaceae	Jasione montana	DispMode	autochory	categorical	compilation	Valbuena2001	W	NA
C02942	Campanulaceae	Jasione montana	DispMode	hydrochory	categorical	compilation	Valbuena2001	W	NA
C02483	Campanulaceae	Jasione montana	RespFire	no	categorical	compilation	Valbuena2001	W	NA
C02533	Campanulaceae	Jasione montana	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
E05448	Campanulaceae	Michauxia campanuloides	RespFire	no	categorical	experience	Turkmen2005	M	NA
E05449	Campanulaceae	Michauxia campanuloides	SeedlEmerg	yes	categorical	experience	Turkmen2005	M	NA
C05510	Caprifoliaceae	Lonicera etrusca	DispMode	endozoochory	categorical	compilation	Trabaud1992	U	NA
C06671	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	compilation	Arianoutsou2000	E	NA
C06832	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
R00228	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	experience	Trabaud1992	W	NA
E02099	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	experience	SBarcelona	W	595
R00959	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	compilation	Cuco1987	W	594
R01259	Caprifoliaceae	Lonicera etrusca	RespFire	yes	categorical	compilation	Lloret2003	W	594-595
E02100	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	experience	SBarcelona	W	661
R03890	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	compilation	Lloret2003	W	660-661
R03655	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	compilation	Cuco1987	W	660
C06942	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	compilation	Arianoutsou2000	M	NA
C06749	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	compilation	Arianoutsou2000	E	NA
R02996	Caprifoliaceae	Lonicera etrusca	SeedlEmerg	no	categorical	experience	Trabaud1992	W	NA
C04983	Caprifoliaceae	Lonicera etrusca	SeedMass	6.85	quantitative	measure	BLlavors2001	W	NA
E03855	Caprifoliaceae	Lonicera implexa	BudSource	root crown	categorical	experience	Attica	E	NA
E03857	Caprifoliaceae	Lonicera implexa	DispMode	endozoochory	categorical	compilation	Kazanis2005	E	NA
C05287	Caprifoliaceae	Lonicera implexa	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05491	Caprifoliaceae	Lonicera implexa	DispMode	endozoochory	categorical	compilation	Trabaud1992	U	NA
C01480	Caprifoliaceae	Lonicera implexa	DispMode	endozoochory	categorical	experience	Valencia	W	NA
E03858	Caprifoliaceae	Lonicera implexa	FruitType	fleshy	categorical	general reference	Tutin1964	U	NA
C01307	Caprifoliaceae	Lonicera implexa	FruitType	fleshy	categorical	experience	Valencia	W	NA
C00212	Caprifoliaceae	Lonicera implexa	Height	2.5	quantitative	general reference	Mateo1990	W	NA
C00536	Caprifoliaceae	Lonicera implexa	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
E03859	Caprifoliaceae	Lonicera implexa	LeafPhenology	evergreen	categorical	general reference	Tutin1964	U	NA
C00765	Caprifoliaceae	Lonicera implexa	LeafShape	broad	categorical	experience	Valencia	W	NA
E03860	Caprifoliaceae	Lonicera implexa	LeafShape	broad	categorical	experience	Attica	E	NA
E03861	Caprifoliaceae	Lonicera implexa	LeafSize	medium	semi-quantitative	general reference	Tutin1964	U	NA
C00860	Caprifoliaceae	Lonicera implexa	LeafSize	824.5	quantitative	measure	Valencia	W	NA
C06589	Caprifoliaceae	Lonicera implexa	MatResp	early	semi-quantitative	measure	Trabaud2002	W	NA
C01400	Caprifoliaceae	Lonicera implexa	Propagule	fruit	categorical	experience	Valencia	W	NA
E03864	Caprifoliaceae	Lonicera implexa	Propagule	fruit	categorical	experience	Attica	E	NA
E02102	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	experience	SBarcelona	W	596
R01260	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	compilation	Lloret2003	W	28-596
R00148	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	measure	Pausas1997	W	NA
R00032	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	measure	Papio1988	W	28
C05023	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	experience	Valencia	W	NA
R00960	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	compilation	Cuco1987	W	28
E03865	Caprifoliaceae	Lonicera implexa	RespFire	high	semi-quantitative	compilation	Kazanis2005	E	170
P00134	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	measure	Ubeda2006	W	NA
R00572	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	compilation	Kazanis2004a	E	170
R00209	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	experience	Trabaud1992	W	NA
C06480	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	measure	Trabaud2002	W	NA
R00124	Caprifoliaceae	Lonicera implexa	RespFire	yes	categorical	measure	Clemente1996	W	NA
E03866	Caprifoliaceae	Lonicera implexa	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Attica	E	NA
C02649	Caprifoliaceae	Lonicera implexa	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
E03867	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	340
C06536	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	measure	Trabaud2002	W	NA
R02839	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	measure	Papio1988	W	53
R02977	Caprifoliaceae	Lonicera implexa	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
R03891	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	compilation	Lloret2003	W	53-662
R03656	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	compilation	Cuco1987	W	53
E02103	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	experience	SBarcelona	W	662
R03277	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	340
R02927	Caprifoliaceae	Lonicera implexa	SeedlEmerg	no	categorical	measure	Clemente1996	W	NA
C01165	Caprifoliaceae	Lonicera implexa	SeedMass	11.59	quantitative	measure	BLlavors2001	W	NA
R01124	Caprifoliaceae	Lonicera periclymenum	RespDist	yes	categorical	experience	Herrera1987a	W	NA
C04809	Caprifoliaceae	Lonicera periclymenum	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Olano2002	W	NA
C08939	Caprifoliaceae	Viburnum lantana	BudSource	root crown	categorical	measure	Quevedo2007	W	NA
E01079	Caprifoliaceae	Viburnum lantana	DispMode	endozoochory	categorical	experience	Catalonia	W	NA
E01098	Caprifoliaceae	Viburnum lantana	FruitType	fleshy	categorical	experience	Catalonia	W	NA
E01114	Caprifoliaceae	Viburnum lantana	Height	3	quantitative	general reference	Bolos1984	W	NA
C08924	Caprifoliaceae	Viburnum lantana	Height	1.14	quantitative	measure	Quevedo2007	W	NA
E01146	Caprifoliaceae	Viburnum lantana	LeafPhenology	winter deciduous	categorical	general reference	Bolos1984	W	NA
E01162	Caprifoliaceae	Viburnum lantana	LeafShape	broad	categorical	general reference	Bolos1984	W	NA
E01232	Caprifoliaceae	Viburnum lantana	Propagule	fruit	categorical	general reference	Bolos1984	W	NA
C08918	Caprifoliaceae	Viburnum lantana	RespFire	100	quantitative	measure	Quevedo2007	W	NA
E01264	Caprifoliaceae	Viburnum lantana	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Catalonia	W	NA
E01280	Caprifoliaceae	Viburnum lantana	SeedlEmerg	no	semi-quantitative	experience	Catalonia	W	NA
R02812	Caprifoliaceae	Viburnum tinus	BudSource	others	categorical	general reference	GciaFayos2001	W	NA
C03205	Caprifoliaceae	Viburnum tinus	BudSource	others	categorical	measure	Cabezudo1995	W	NA
C08940	Caprifoliaceae	Viburnum tinus	BudSource	root crown	categorical	measure	Quevedo2007	W	NA
R01425	Caprifoliaceae	Viburnum tinus	BudSource	root crown	categorical	measure	LopezSoria1992	W	NA
E01080	Caprifoliaceae	Viburnum tinus	DispMode	endozoochory	categorical	experience	Catalonia	W	NA
C01515	Caprifoliaceae	Viburnum tinus	DispMode	endozoochory	categorical	general reference	GciaFayos2001	W	NA
E01099	Caprifoliaceae	Viburnum tinus	FruitType	fleshy	categorical	experience	Catalonia	W	NA
C01374	Caprifoliaceae	Viburnum tinus	FruitType	fleshy	categorical	experience	Valencia	W	NA
E01115	Caprifoliaceae	Viburnum tinus	Height	3	quantitative	general reference	Bolos1984	W	NA
C00286	Caprifoliaceae	Viburnum tinus	Height	4	quantitative	general reference	Mateo1990	W	NA
C08925	Caprifoliaceae	Viburnum tinus	Height	0.72	quantitative	measure	Quevedo2007	W	NA
C00592	Caprifoliaceae	Viburnum tinus	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
E01147	Caprifoliaceae	Viburnum tinus	LeafPhenology	evergreen	categorical	general reference	Bolos1984	W	NA
C00614	Caprifoliaceae	Viburnum tinus	LeafPhenology	evergreen	categorical	general reference	GciaFayos2001	W	NA
C00834	Caprifoliaceae	Viburnum tinus	LeafShape	broad	categorical	experience	Valencia	W	NA
E01163	Caprifoliaceae	Viburnum tinus	LeafShape	broad	categorical	general reference	Bolos1984	W	NA
C00929	Caprifoliaceae	Viburnum tinus	LeafSize	large	semi-quantitative	experience	Valencia	W	NA
